Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.ServiceType,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"HTTP,HTTPS",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV6ServiceControl,true,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_URLFilterService,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_URLFilterService.Enable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"false",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_URLFilterService.Filter,true,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_URLFilterService.Mode,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"Black List",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.IPPingDiagnostics,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.IPPingDiagnostics.AverageResponseTime,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.IPPingDiagnostics.DSCP,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.IPPingDiagnostics.DataBlockSize,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"56",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
